name,location,cuisine,top_dishes,price_for_2,dining_rating,dining_rating_count,delivery_rating,delivery_rating_count,features,price_category,cuisine_list,has_dine_in,has_delivery
Sri Veeras Chettinad Hotel,Poonamalle,['South Indian'],Invalid,350,3.0,11,3.6,1168,"['Breakfast', 'Home Delivery', 'Indoor Seating']",Affordable,['South Indian'],1,1
Hyderabad Biriyani,Poonamalle,['Biryani'],Invalid,200,0.0,0,3.8,87,['Home Delivery'],Budget,['Biryani'],0,1
Nila Soru,Perungudi,"['South Indian', ' Chinese', ' North Indian']",Invalid,300,0.0,0,3.4,101,['Delivery Only'],Budget,"['South Indian', ' Chinese', ' North Indian']",0,1
Karaikudi Chettinad Mess,Chetpet,"['Chettinad', ' Chinese', ' Biryani']",Invalid,300,0.0,0,3.8,360,"['Breakfast', 'Home Delivery', 'Indoor Seating']",Budget,"['Chettinad', ' Chinese', ' Biryani']",0,1
Nandhi's Curry Point,Porur,"['South Indian', ' Chettinad']",Invalid,250,0.0,0,0.0,0,['Delivery Only'],Budget,"['South Indian', ' Chettinad']",0,0
Only Combos,Adyar,"['South Indian', ' Chinese', ' Biryani']",Invalid,300,0.0,0,3.8,151,['Home Delivery'],Budget,"['South Indian', ' Chinese', ' Biryani']",0,1
Maharaja Thali,Mogappair,"['North Indian', ' Beverages']",Invalid,400,0.0,0,2.0,58,['Delivery Only'],Affordable,"['North Indian', ' Beverages']",0,1
The Black Bull,Pallikaranai,"['Chinese', ' North Indian', ' Hyderabadi']",Invalid,500,0.0,0,3.9,355,['Home Delivery'],Affordable,"['Chinese', ' North Indian', ' Hyderabadi']",0,1
Hot And Chill Chicken,Gst Road,"['Chettinad', ' Fast Food', ' Burger', ' Beverages']",Invalid,500,0.0,0,3.9,27,['Delivery Only'],Affordable,"['Chettinad', ' Fast Food', ' Burger', ' Beverages']",0,1
Blah Bistro,Nungambakkam,"['Cafe', ' Street Food', ' Continental', ' Beverages', ' Desserts']",Invalid,700,3.3,10,0.0,0,"['Home Delivery', 'Indoor Seating', 'Free Wifi']",Mid Range,"['Cafe', ' Street Food', ' Continental', ' Beverages', ' Desserts']",1,0
Hotel Sima,Perungudi,"['South Indian', ' Chinese']",Invalid,250,0.0,0,3.7,535,['Home Delivery'],Budget,"['South Indian', ' Chinese']",0,1
Vallalar Quality Tiffin Centre,Purasavakkam,"['South Indian', ' Chinese']",Invalid,300,3.4,9,3.9,180,"['Home Delivery', 'Vegetarian Only', 'Indoor Seating']",Budget,"['South Indian', ' Chinese']",1,1
Thalapakattu Ksks Biriyani,Madipakkam,"['Biryani', ' South Indian', ' Chettinad']",Invalid,400,3.3,15,3.5,165,"['Home Delivery', 'Indoor Seating']",Affordable,"['Biryani', ' South Indian', ' Chettinad']",1,1
Cake Spot,Poonamalle,['Bakery'],Invalid,350,0.0,0,0.0,0,"['Indoor Seating', 'Desserts and Bakes']",Affordable,['Bakery'],0,0
Vivikta Chapati Shop,Vadapalani,['South Indian'],Invalid,100,0.0,0,3.8,138,['Home Delivery'],Budget,['South Indian'],0,1
Subam Kitchen,Velachery,['South Indian'],Invalid,300,2.0,4,3.7,84,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Indoor Seating']",Budget,['South Indian'],1,1
Hotel Bismi,Triplicane,"['Chinese', ' South Indian', ' North Indian']",Invalid,300,3.5,14,0.0,0,"['Breakfast', 'Indoor Seating']",Budget,"['Chinese', ' South Indian', ' North Indian']",1,0
Tasty Juice Jigirdhanda,Thiruvallur,"['Beverages', ' Desserts']",Invalid,150,0.0,0,4.2,205,['Home Delivery'],Budget,"['Beverages', ' Desserts']",0,1
Hotel Appam Paya,Perambur,"['Chinese', ' Arabian']",Invalid,250,3.5,7,4.1,82,"['Home Delivery', 'Indoor Seating']",Budget,"['Chinese', ' Arabian']",1,1
Giramathu Inipagam,Karapakkam,"['Kerala', ' South Indian', ' Chinese']",Invalid,350,3.6,13,4.2,115,"['Home Delivery', 'Outdoor Seating', 'Indoor Seating']",Affordable,"['Kerala', ' South Indian', ' Chinese']",1,1
Italian Pizza Co.,T. Nagar,"['Pizza', ' Italian', ' Beverages']",Invalid,800,0.0,0,3.4,47,['Delivery Only'],Mid Range,"['Pizza', ' Italian', ' Beverages']",0,1
The Baker's Theory,Sowcarpet,['Bakery'],Invalid,200,0.0,0,0.0,0,"['Delivery Only', 'Pre-Ordering Required', 'Desserts and Bakes', 'Home Baker']",Budget,['Bakery'],0,0
Cakes & Cakes,Mandaveli,"['Bakery', ' Street Food', ' Fast Food']",Invalid,400,3.6,12,0.0,0,"['Indoor Seating', 'Desserts and Bakes']",Affordable,"['Bakery', ' Street Food', ' Fast Food']",1,0
Kulfi House,Madipakkam,"['Ice Cream', ' Beverages']",Invalid,300,3.1,8,3.9,40,"['Home Delivery', 'Desserts and Bakes', 'Indoor Seating']",Budget,"['Ice Cream', ' Beverages']",1,1
Simply Sweet,Madhavaram,"['Bakery', ' Desserts']",Invalid,250,0.0,0,0.0,0,"['Home Delivery', 'Pre-Ordering Required', 'Desserts and Bakes', 'Home Baker']",Budget,"['Bakery', ' Desserts']",0,0
Shri Ganesh Bhavan,Ekkaduthangal,"['Chinese', ' South Indian', ' North Indian', ' Fast Food']",Invalid,250,3.4,10,4.0,139,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Indoor Seating']",Budget,"['Chinese', ' South Indian', ' North Indian', ' Fast Food']",1,1
Pastry 4,Anna Nagar East,"['Bakery', ' Fast Food']",Invalid,300,0.0,0,3.8,54,"['Home Delivery', 'Indoor Seating', 'Desserts and Bakes']",Budget,"['Bakery', ' Fast Food']",0,1
Hotel Vinayaga Vilas,Kotturpuram,['South Indian'],Invalid,150,3.1,13,4.2,649,"['Breakfast', 'Home Delivery', 'Indoor Seating']",Budget,['South Indian'],1,1
The British Table,Injambakkam,"['Fast Food', ' Chinese', ' BBQ']",Invalid,450,3.2,9,3.9,60,"['Home Delivery', 'Indoor Seating']",Affordable,"['Fast Food', ' Chinese', ' BBQ']",1,1
Food Junkies,Adambakkam,"['BBQ', ' North Indian']",Invalid,200,0.0,0,3.9,15,"['Home Delivery', 'Standing Tables']",Budget,"['BBQ', ' North Indian']",0,1
Hotel Chennai Masala,Adambakkam,['Fast Food'],Invalid,200,3.0,11,0.0,0,"['Home Delivery', 'Indoor Seating']",Budget,['Fast Food'],1,0
Virugai Pandian Hotel,Virugambakkam,"['Biryani', ' South Indian']",Invalid,400,3.5,14,0.0,0,['Indoor Seating'],Affordable,"['Biryani', ' South Indian']",1,0
Hotel Aahaar,Triplicane,['Bengali'],Invalid,100,3.1,11,0.0,0,"['Home Delivery', 'Indoor Seating']",Budget,['Bengali'],1,0
Brown Tree,Thiruvanmiyur,"['Bakery', ' Desserts']",Invalid,250,0.0,0,0.0,0,"['Home Delivery', 'Desserts and Bakes']",Budget,"['Bakery', ' Desserts']",0,0
Mumbai Kulfi Express,Madhavaram,"['Fast Food', ' Desserts', ' Beverages']",Invalid,300,3.3,17,3.8,59,"['Home Delivery', 'Indoor Seating', 'Desserts and Bakes']",Budget,"['Fast Food', ' Desserts', ' Beverages']",1,1
Pink Cupcakes,Virugambakkam,['Bakery'],Invalid,200,0.0,0,0.0,0,"['Indoor Seating', 'Desserts and Bakes']",Budget,['Bakery'],0,0
Limra,Perambur,"['North Indian', ' South Indian']",Invalid,300,0.0,0,3.0,84,"['Breakfast', 'Delivery Only']",Budget,"['North Indian', ' South Indian']",0,1
Mubarak Briyani,Kilpauk,['Biryani'],Invalid,400,3.0,13,4.1,408,"['Home Delivery', 'Indoor Seating']",Affordable,['Biryani'],1,1
Maverick's,Tambaram,"['Fast Food', ' Wraps']",Invalid,250,3.5,15,3.6,124,"['Home Delivery', 'Indoor Seating']",Budget,"['Fast Food', ' Wraps']",1,1
Sandwich Kitchen,Kodambakkam,['Fast Food'],Invalid,200,0.0,0,4.3,59,['Home Delivery'],Budget,['Fast Food'],0,1
Cafe Tails,Anna Nagar East,"['Fast Food', ' British']",Invalid,500,3.5,11,3.9,17,"['Home Delivery', 'Indoor Seating']",Affordable,"['Fast Food', ' British']",1,1
Mr.Burger,Avadi,"['Burger', ' Fast Food']",Invalid,300,2.0,4,3.9,187,"['Home Delivery', 'Indoor Seating']",Budget,"['Burger', ' Fast Food']",1,1
Shri Srinivas,Pallikaranai,"['South Indian', ' Chinese']",Invalid,300,3.6,12,0.0,0,"['Breakfast', 'Home Delivery', 'Indoor Seating']",Budget,"['South Indian', ' Chinese']",1,0
Close To My Heart,Potheri,"['North Indian', ' South Indian', ' Chinese', ' Biryani']",Invalid,300,0.0,0,3.9,18,['Delivery Only'],Budget,"['North Indian', ' South Indian', ' Chinese', ' Biryani']",0,1
Cafe Madrassi,George Town,"['Fast Food', ' Sandwich', ' Beverages']",Invalid,350,3.2,10,3.9,69,"['Home Delivery', 'Indoor Seating']",Affordable,"['Fast Food', ' Sandwich', ' Beverages']",1,1
Ghousiya Biriyani,Thousand Lights,['Biryani'],Invalid,200,2.9,10,0.0,0,['Indoor Seating'],Budget,['Biryani'],1,0
Amutha Rusi,Washermenpet,"['Chinese', ' Fast Food']",Invalid,600,3.4,15,0.0,0,['Indoor Seating'],Affordable,"['Chinese', ' Fast Food']",1,0
Kalyani Biryani & Fast Food,Adambakkam,"['Biryani', ' Street Food']",Invalid,250,2.9,13,0.0,0,['Indoor Seating'],Budget,"['Biryani', ' Street Food']",1,0
Vazhai Ilai Soru Dosa Corner,Poonamalle,['South Indian'],Invalid,150,3.3,11,3.8,85,"['Home Delivery', 'Indoor Seating']",Budget,['South Indian'],1,1
BEEFAH! Beef and more..,T. Nagar,"['North Indian', ' Chinese']",Invalid,300,3.3,15,3.6,27,"['Home Delivery', 'Indoor Seating']",Budget,"['North Indian', ' Chinese']",1,1
Time To Eat,Valasaravakkam,"['Fast Food', ' Sandwich']",Invalid,200,3.3,9,3.9,57,"['Home Delivery', 'Indoor Seating']",Budget,"['Fast Food', ' Sandwich']",1,1
New Balaji Bhavan,Nanganallur,['South Indian'],Invalid,150,3.3,8,0.0,0,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Indoor Seating']",Budget,['South Indian'],1,0
Cafe Tooba,Kolathur,"['Fast Food', ' Lebanese', ' Beverages']",Invalid,250,3.2,8,3.9,21,"['Home Delivery', 'Indoor Seating']",Budget,"['Fast Food', ' Lebanese', ' Beverages']",1,1
Hotel Renuka Chettinad,T. Nagar,"['Chettinad', ' North Indian', ' Chinese', ' South Indian']",Invalid,450,3.1,11,0.0,0,"['Home Delivery', 'Catering Available', 'Indoor Seating']",Affordable,"['Chettinad', ' North Indian', ' Chinese', ' South Indian']",1,0
Udipi Rao's Cafe,Gst Road,['South Indian'],Invalid,300,2.7,12,0.0,0,"['Breakfast', 'Vegetarian Only', 'Indoor Seating']",Budget,['South Indian'],1,0
Dil Food Village,Avadi,"['Fast Food', ' Biryani']",Invalid,200,3.2,15,0.0,0,['Indoor Seating'],Budget,"['Fast Food', ' Biryani']",1,0
Agarwal's Desi Khana Khazana,Kilpauk,['North Indian'],Invalid,400,3.2,14,0.0,0,['Indoor Seating'],Affordable,['North Indian'],1,0
Nellai Fast Food,Mogappair,"['Chinese', ' South Indian', ' North Indian']",Invalid,300,2.7,13,0.0,0,['Indoor Seating'],Budget,"['Chinese', ' South Indian', ' North Indian']",1,0
Deva's Choccy Woccy,Navallur,['Desserts'],Invalid,200,0.0,0,3.6,17,"['Home Delivery', 'Desserts and Bakes']",Budget,['Desserts'],0,1
Madurai Jigarthanda,K.K. Nagar,"['Beverages', ' Fast Food']",Invalid,200,3.3,11,2.6,58,"['Home Delivery', 'Indoor Seating']",Budget,"['Beverages', ' Fast Food']",1,1
Bisba Da Dhaba,T. Nagar,"['Chinese', ' North Indian']",Invalid,300,3.1,10,0.0,0,"['Home Delivery', 'Indoor Seating']",Budget,"['Chinese', ' North Indian']",1,0
Moon Deck,V7 Hotel,"['Continental', ' Italian', ' Indonesian', ' Mughlai', ' Modern Indian']",Invalid,3000,0.0,0,0.0,0,"['Outdoor Seating', 'Indoor Seating']",Premium,"['Continental', ' Italian', ' Indonesian', ' Mughlai', ' Modern Indian']",0,0
Sri Sankara Mess,Abhiramapuram,['South Indian'],Invalid,100,3.3,8,0.0,0,"['Breakfast', 'Vegetarian Only', 'Indoor Seating']",Budget,['South Indian'],1,0
Karunaas,K.K. Nagar,['South Indian'],Invalid,200,3.3,8,0.0,0,"['Breakfast', 'Indoor Seating']",Budget,['South Indian'],1,0
T'wos The Wizard Of Sau-Oz,Mylapore,"['Fast Food', ' Sandwich']",Invalid,300,3.7,10,0.0,0,['Indoor Seating'],Budget,"['Fast Food', ' Sandwich']",1,0
Reema's Swad  Cooking Classes,Vepery,['Bakery'],Invalid,300,3.2,10,0.0,0,"['Takeaway Only', 'Vegetarian Only', 'Pre-Ordering Required', 'Desserts and Bakes', 'Home Baker']",Budget,['Bakery'],1,0
The Raja's Sandwich Shop,Ramapuram,"['Pizza', ' Burger']",Invalid,450,3.6,13,3.9,55,"['Breakfast', 'Home Delivery', 'Indoor Seating', 'Free Parking']",Affordable,"['Pizza', ' Burger']",1,1
The Corn Club,"Omr Food Street, Navallur",['Street Food'],Invalid,150,3.6,9,0.0,0,"['Takeaway Only', 'Vegetarian Only']",Budget,['Street Food'],1,0
New Burma Atho Kadai,Porur,['Burmese'],Invalid,100,0.0,0,0.0,0,['Indoor Seating'],Budget,['Burmese'],0,0
Sri Vijaya Durga Andhra Mess,Aminijikarai,['Andhra'],Invalid,200,3.0,11,3.7,31,"['Home Delivery', 'Indoor Seating']",Budget,['Andhra'],1,1
Chennai Bhai Biriyani,Kolathur,"['Biryani', ' Chinese', ' BBQ', ' South Indian']",Invalid,300,3.3,8,0.0,0,"['Home Delivery', 'Indoor Seating', 'Desserts and Bakes']",Budget,"['Biryani', ' Chinese', ' BBQ', ' South Indian']",1,0
Delicatesse,Kilpauk,['Bakery'],Invalid,300,0.0,0,0.0,0,"['Home Delivery', 'Home Baker', 'Desserts and Bakes']",Budget,['Bakery'],0,0
Eataliano,Kilpauk,"['Chinese', ' Fast Food']",Invalid,400,3.1,10,0.0,0,['Indoor Seating'],Affordable,"['Chinese', ' Fast Food']",1,0
Aashiq Khana,Mogappair,['Chinese'],Invalid,200,3.6,9,0.0,0,['Takeaway Only'],Budget,['Chinese'],1,0
Arcot Red Chilli,Virugambakkam,"['Biryani', ' North Indian', ' Fast Food', ' South Indian']",Invalid,400,3.0,8,0.0,0,"['Home Delivery', 'Indoor Seating']",Affordable,"['Biryani', ' North Indian', ' Fast Food', ' South Indian']",1,0
Sri Krishna Bhavan,Porur,"['South Indian', ' Chinese', ' North Indian']",Invalid,250,0.0,0,0.0,0,"['Breakfast', 'Vegetarian Only', 'Outdoor Seating', 'Indoor Seating']",Budget,"['South Indian', ' Chinese', ' North Indian']",0,0
Rottu Kadai Food Court,T. Nagar,"['South Indian', ' North Indian', ' Chinese']",Invalid,300,3.5,9,3.9,58,"['Home Delivery', 'Indoor Seating']",Budget,"['South Indian', ' North Indian', ' Chinese']",1,1
Helado,Avadi,"['Fast Food', ' Ice Cream']",Invalid,200,0.0,0,0.0,0,['Outdoor Seating'],Budget,"['Fast Food', ' Ice Cream']",0,0
Shawarma Fusion,Madhavaram,['Lebanese'],Invalid,250,3.4,12,4.5,109,"['Home Delivery', 'Outdoor Seating', 'Indoor Seating']",Budget,['Lebanese'],1,1
Akshayas Home Cooked,Choolaimedu,['South Indian'],Invalid,250,0.0,0,0.0,0,"['Breakfast', 'Home Delivery']",Budget,['South Indian'],0,0
Hotel Rubhi Bhavan,Muttukadu,['South Indian'],Invalid,200,0.0,0,0.0,0,"['Breakfast', 'Vegetarian Only', 'Indoor Seating']",Budget,['South Indian'],0,0
Shawarmania Food Truck,Nanganallur,"['Lebanese', ' Chinese']",Invalid,400,0.0,0,3.6,96,"['Home Delivery', 'Standing Tables']",Affordable,"['Lebanese', ' Chinese']",0,1
Bharani Bhavan,Aminijikarai,"['South Indian', ' North Indian', ' Chinese']",Invalid,350,3.2,11,4.0,309,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Indoor Seating']",Affordable,"['South Indian', ' North Indian', ' Chinese']",1,1
Kumbakkonam Iyer Mess & Catering Services,Ambattur,['South Indian'],Invalid,150,0.0,0,0.0,0,"['Breakfast', 'Free Parking', 'Indoor Seating']",Budget,['South Indian'],0,0
Issy's Bake House,Gst Road,['Bakery'],Invalid,200,0.0,0,0.0,0,"['Takeaway Only', 'Home Baker', 'Desserts and Bakes']",Budget,['Bakery'],0,0
Sri Devi Mess,Virugambakkam,"['South Indian', ' North Indian']",Invalid,500,3.5,8,3.3,417,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Indoor Seating']",Affordable,"['South Indian', ' North Indian']",1,1
French Breads,Valasaravakkam,['Bakery'],Invalid,350,0.0,0,3.3,22,"['Home Delivery', 'Indoor Seating', 'Desserts and Bakes']",Affordable,['Bakery'],0,1
Tamil Nadu Military Hotel(Mudaliyar Hotel),Thiruvallur,"['Chinese', ' North Indian']",Invalid,300,2.8,6,4.2,99,"['Breakfast', 'Home Delivery', 'Indoor Seating']",Budget,"['Chinese', ' North Indian']",1,1
Side Dish Factory,Perungudi,['South Indian'],Invalid,450,0.0,0,3.9,116,['Delivery Only'],Affordable,['South Indian'],0,1
Urban Cafe,Chromepet,"['Beverages', ' Juices', ' Fast Food', ' Desserts']",Invalid,200,3.5,8,3.7,199,"['Home Delivery', 'Indoor Seating']",Budget,"['Beverages', ' Juices', ' Fast Food', ' Desserts']",1,1
Poker Bar,"Hotel Shelter, Mylapore",['Bar Food'],Invalid,1400,2.7,9,0.0,0,"['Full Bar Available', 'Wifi', 'Free Parking', 'Nightlife', 'Indoor Seating', 'Table booking recommended', 'Live Sports Screening']",Premium,['Bar Food'],1,0
Lakshmi Bakers & Dosa Kadai,Porur,"['Bakery', ' Fast Food']",Invalid,300,2.0,4,0.0,0,"['Home Delivery', 'Free Parking', 'Pre-Ordering Required', 'Desserts and Bakes', 'Indoor Seating']",Budget,"['Bakery', ' Fast Food']",1,0
Calcutta Mithaiwala,Nungambakkam,"['Mithai', ' North Indian', ' Sandwich']",Invalid,200,3.1,6,3.8,33,"['Home Delivery', 'Indoor Seating', 'Desserts and Bakes']",Budget,"['Mithai', ' North Indian', ' Sandwich']",1,1
Lakshmi Fast Food,Alwarpet,"['South Indian', ' North Indian', ' Chinese']",Invalid,250,0.0,0,3.8,12,"['Breakfast', 'Home Delivery', 'Self Service']",Budget,"['South Indian', ' North Indian', ' Chinese']",0,1
Combos Kitchen,Choolaimedu,"['Chinese', ' North Indian']",Invalid,450,0.0,0,3.7,114,['Home Delivery'],Affordable,"['Chinese', ' North Indian']",0,1
Home Made Food,Sowcarpet,"['South Indian', ' North Indian']",Invalid,300,0.0,0,0.0,0,['Delivery Only'],Budget,"['South Indian', ' North Indian']",0,0
Pizza Man Crispy Chicken,Madhavaram,"['Burger', ' Pizza', ' Fast Food']",Invalid,450,3.4,11,0.0,0,"['Home Delivery', 'Indoor Seating']",Affordable,"['Burger', ' Pizza', ' Fast Food']",1,0
Royal Biryani,Thuraipakkam,"['Biryani', ' South Indian', ' Chinese']",Invalid,450,3.0,13,3.3,599,"['Home Delivery', 'Indoor Seating']",Affordable,"['Biryani', ' South Indian', ' Chinese']",1,1
Anjali Sweets,Adambakkam,"['Mithai', ' Desserts', ' Street Food']",Invalid,150,3.6,12,0.0,0,"['Vegetarian Only', 'Indoor Seating', 'Desserts and Bakes']",Budget,"['Mithai', ' Desserts', ' Street Food']",1,0
Hotel Prayag,George Town,['North Indian'],Invalid,400,3.3,11,3.9,106,"['Home Delivery', 'Vegetarian Only', 'Indoor Seating']",Affordable,['North Indian'],1,1
Vitamin - The Juice Lab,Nungambakkam,"['Juices', ' Fast Food', ' Beverages']",Invalid,200,0.0,0,4.2,315,['Home Delivery'],Budget,"['Juices', ' Fast Food', ' Beverages']",0,1
Madras Burger,Madipakkam,"['Burger', ' Fast Food']",Invalid,300,0.0,0,3.6,259,['Home Delivery'],Budget,"['Burger', ' Fast Food']",0,1
Swirl,Mahabalipuram,['Finger Food'],Invalid,800,2.3,10,0.0,0,"['Full Bar Available', 'Indoor Seating', 'Live Music']",Mid Range,['Finger Food'],1,0
Fresh O Fresh Juice Mall,Nandanam,"['Beverages', ' Fast Food']",Invalid,150,3.4,13,0.0,0,"['Breakfast', 'Indoor Seating']",Budget,"['Beverages', ' Fast Food']",1,0
Rich Box,Palavakkam,['Chinese'],Invalid,400,0.0,0,0.0,0,"['Home Delivery', 'Indoor Seating']",Affordable,['Chinese'],0,0
Madras Biriyani Point,Perungudi,"['Biryani', ' Chinese', ' North Indian']",Invalid,300,0.0,0,3.5,45,['Home Delivery'],Budget,"['Biryani', ' Chinese', ' North Indian']",0,1
Chaat House,Pallavaram,"['Sandwich', ' Fast Food', ' Beverages']",Invalid,300,3.2,8,0.0,0,"['Home Delivery', 'Indoor Seating']",Budget,"['Sandwich', ' Fast Food', ' Beverages']",1,0
Blend & Bite,Tambaram,"['Beverages', ' Sandwich']",Invalid,150,0.0,0,0.0,0,"['Breakfast', 'Indoor Seating']",Budget,"['Beverages', ' Sandwich']",0,0
Everest Bakery,Madhavaram,"['Bakery', ' Street Food']",Invalid,200,3.5,11,0.0,0,"['Indoor Seating', 'Desserts and Bakes']",Budget,"['Bakery', ' Street Food']",1,0
Lulu Restaurant,Kanchipuram District,"['Biryani', ' Chinese', ' BBQ', ' North Indian', ' Mughlai']",Invalid,500,3.5,10,3.7,164,"['Home Delivery', 'Indoor Seating']",Affordable,"['Biryani', ' Chinese', ' BBQ', ' North Indian', ' Mughlai']",1,1
Tasty Juice And Sandwich Hub,Taramani,['Juices'],Invalid,100,0.0,0,0.0,0,"['Outdoor Seating', 'Indoor Seating']",Budget,['Juices'],0,0
Ambur Star Biriyani,Saidapet,"['Biryani', ' Fast Food']",Invalid,300,2.7,15,0.0,0,"['Home Delivery', 'Catering Available', 'Indoor Seating']",Budget,"['Biryani', ' Fast Food']",1,0
Noor Bai Biryani,Karapakkam,"['Chinese', ' Biryani', ' North Indian']",Invalid,350,0.0,0,3.9,260,['Home Delivery'],Affordable,"['Chinese', ' Biryani', ' North Indian']",0,1
Go Grill,Maduravoyal,['Arabian'],Invalid,600,3.4,10,4.0,187,"['Home Delivery', 'Indoor Seating']",Affordable,['Arabian'],1,1
Mr Juice,Perungudi,"['Juices', ' Beverages', ' Fast Food']",Invalid,200,3.4,12,3.9,1091,"['Home Delivery', 'Indoor Seating']",Budget,"['Juices', ' Beverages', ' Fast Food']",1,1
Grand Chat & Chillerz,Virugambakkam,"['Beverages', ' Street Food', ' Fast Food']",Invalid,350,3.6,13,4.0,122,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Indoor Seating']",Affordable,"['Beverages', ' Street Food', ' Fast Food']",1,1
Vanga Jii,Vadapalani,"['North Indian', ' Chinese']",Invalid,300,3.2,9,0.0,0,"['Home Delivery', 'Indoor Seating']",Budget,"['North Indian', ' Chinese']",1,0
Sri Krishna Bhavan,Arumbakkam,"['South Indian', ' Chinese']",Invalid,300,3.5,7,0.0,0,"['Home Delivery', 'Indoor Seating']",Budget,"['South Indian', ' Chinese']",1,0
Potlam Shop,Royapettah,"['Andhra', ' Biryani']",Invalid,500,0.0,0,3.7,106,['Home Delivery'],Affordable,"['Andhra', ' Biryani']",0,1
Dosa Express,Ambattur,['South Indian'],Invalid,200,3.7,5,3.3,157,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Indoor Seating']",Budget,['South Indian'],1,1
Smoothie Bistro,Ambattur,"['Beverages', ' Sandwich']",Invalid,200,0.0,0,3.6,128,['Home Delivery'],Budget,"['Beverages', ' Sandwich']",0,1
Nalabhojanam,Valasaravakkam,['South Indian'],Invalid,250,3.0,9,3.5,213,"['Breakfast', 'Home Delivery', 'Indoor Seating']",Budget,['South Indian'],1,1
Tea Tag,K.K. Nagar,"['Beverages', ' Tea']",Invalid,100,2.9,10,3.5,121,"['Home Delivery', 'Indoor Seating']",Budget,"['Beverages', ' Tea']",1,1
Coffee Ya Tea Ya,Anna Nagar West,"['Beverages', ' Coffee', ' Tea', ' Fast Food']",Invalid,300,3.1,7,0.0,0,"['Home Delivery', 'Indoor Seating']",Budget,"['Beverages', ' Coffee', ' Tea', ' Fast Food']",1,0
Miteen Bhai Biryani,Thuraipakkam,['Biryani'],Invalid,300,3.0,10,3.8,124,"['Home Delivery', 'Indoor Seating', 'Free Parking']",Budget,['Biryani'],1,1
Udupi Ganga Hotel,T. Nagar,['South Indian'],Invalid,200,3.2,12,0.0,0,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Free Parking', 'Indoor Seating']",Budget,['South Indian'],1,0
The Madras Mess,Tambaram,"['South Indian', ' North Indian']",Invalid,500,3.5,8,0.0,0,"['Home Delivery', 'Indoor Seating']",Affordable,"['South Indian', ' North Indian']",1,0
